










'Ein Gedi
Araq El-Emir (inhabited place)
Arcos De La Frontera
Arcos de la Frontera (inhabited place)
Arelate
Arelate
Areopagus
Areopagus
Areopagus
Argolís (regional division)
Arles (inhabited place)
Arles (inhabited place)
Asia
Asia
Asia
Asia
Asia
Asia
Asia
Asia
Aspis/Clipea
Aspis/Clipea
Aspis/Clipea
Aspis/Clupea
Aspis/Clupea
Aspis/Clupea
Athenae
Athens
Athens
Athens
Athens
Athens
Athens (inhabited place)
Athens (inhabited place)
Attaleia
Attaleia
Attouda
Attouda
Auara
Auara
Augusta Raurica
Augusta Raurica
Augusta Rauricorum (deserted settlement)
Augusta Rauricorum (deserted settlement)
Aulis
Aulis
Autricum
Autricum
AUTRICUM
AUTRICUM
Aventicum
Aventicum
Aventicum
Aventicum
Aventicum
Aventicum
Avlida (inhabited place)
Bad Dürkheim
BAD DURKHEIM-UNGSTEIN
Bad Kreuznach
Bad Kreuznach (inhabited place)
Baelo Claudia
Baelo Claudia
Baelo Claudia (deserted settlement)
Baelo Claudia (deserted settlement)
Baetica
Baetica
Baetica (province)
Baetica (province)
Bancroft Roman villa
Barbariga
Barcelona (inhabited place)
Barcino
Batnae/Markopolis
Batnae/Markopolis
Benalmadena-Costa
Benalroma
Bergama (inhabited place)
Besancon (inhabited place)
Besancon (inhabited place)
Blabkenheim-Hülchrath
Blankenheim-Hülchrath
Boeotia (regional division)
BORG
Borg Roman villa
BRIORD
Briord (inhabited place)
Britannia (province)
Britannia (province)
Britannia (province)
Britannia (province)
Britannia (province)
Cabra (inhabited place)
Caelian Hill
Caelian Hill
Caelian Hill
Caelius Mons
Caesarea (deserted settlement)
Caesarea (deserted settlement)
Campus Martius
Campus Martius
Campus Martius
Campus Martius
Campus Martius
Camulodunum
Canopus at Hadrian's Villa
Canopus at Hadrian's Villa
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Caria (former nation/state/empire)
Carmona
Carnuntum
Carnuntum (deserted settlement)
Carthage (deserted settlement)
Carthage (deserted settlement)
Carthage (deserted settlement)
Carthage (deserted settlement)
Carthago
Carthago
Carthago
Carthago
Casa dei Grifi
Castillo de Mulva (deserted settlement)
Castillo de Mulva (deserted settlement)
Castra Vetera
Castra Vetera
caumont_sur_durance
cavalaire_sur_mer
Cayster (river)
Cayster River Valley
Chaeronea
Chaeronea
Chaironeia (inhabited place)
Châtillon-sur-Seiche
Chedworth
Chedworth
Chedworth Roman Villa (historic site)
Chesters (inhabited place)
Cilurnum
Clunia
Clunia
Clunia
Clunia
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Clunia (deserted settlement)
Col. Augusta Raurica
Col. Augusta Raurica
Col. Augusta Treverorum
Col. Barcino
Col. Camulodunum
Col. Lugdunum
Col. Lugdunum
Col. Lugdunum
Col. Tarraco
Col. Tarraco
Col. Tarraco
Col. Tarraco
Col. Ulpia Traiana/Tricensimae
Colchester (inhabited place)
Collegium at Italica
Cologne
Cologne
Cologne
Cologne
Cologne
Cologne (inhabited place)
Cologne (inhabited place)
Cologne (inhabited place)
Cologne (inhabited place)
Cologne (inhabited place)
COLONIA AUGUSTA TREVERORUM
Colonia Claudia Ara Agrippinensium
Colonia Claudia Ara Agrippinensium (Cologne)
Colonia Ulpia Traiana (ancient site)
Conimbriga
Conimbriga
Conimbriga
Conimbriga
Conimbriga
Conimbriga
Conimbriga
Conimbriga
Conimbriga, Ruínas de
Corinth
Corinth (inhabited place)
Corinth (regional division)
Corinthus/Korinthos
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Cuicul
Dacia (historical region)
Dacia (province)
Dacia (province)
Darenth
Darenth
Darenth (inhabited place)
Delos (island)
Dhílos, Nisís (island)
DIDYMA (Didim, Turkey)
Didyma/Branchidai/Ioustinianopolis
Die (inhabited place)
DIE, France
Dietikon
Dietikon (inhabited place)
Dipylon Gate
DIVODURUM MEDIOMATRICORUM
DIVODURUM MEDIOMATRICORUM
DIVODURUM MEDIOMATRICORUM
Divodurum/Mettis
Divodurum/Mettis
Divodurum/Mettis
Domus Aurea
Domus Aurea
Domus Aurea (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Dougga (deserted settlement)
Durocortorum
Durocortorum
Durocortorum
DUROCORTORUM
DUROCORTORUM
DUROCORTORUM
Eccles
Eccles
Eccles (inhabited place)
ECHTERNACH
Egabrum
Eisenstadt
Eisenstadt (inhabited place)
El Jemm (inhabited place)
El Jemm (inhabited place)
El Jemm (inhabited place)
El Jemm (inhabited place)
El Jemm (inhabited place)
El Jemm (inhabited place)
El Ruedo
El Santiscal
El Solao
El Solao
Elephant tomb at Carmona
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emerita Augusta
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
Emporiae
En Gedi (inhabited place)
EPHESOS (Efes, Turkey)
EPHESOS (Efes, Turkey)
Ephesus/Arsinoe(ia)
Ephesus/Arsinoe(ia)
Epidauros
Epternacus
eṣ-Ṣafi (deserted settlement)
Estoi
Eua
Eua?
Ferpicloz
Fishbourne
Fishbourne
Fishbourne Roman Palace (historic site)
Flerzheim (inhabited place)
FLIESSEM-OTRANG 
forum_juji
forum_julii
forum_julii
forum_julii
forum_julii
forum_julii
forum_julii
forum_julii
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Fréjus (inhabited place)
Friedberg Pfingstweide
Frocester
Frocester (inhabited place)
Frocester Court
Funerary Chamber of Manlia Felicitas
Funerary Chamber of Manlia Felicitas
Funerary Grove of Epikrates and Tomb Garden of Tertia and Secundus at Nakrason
Gallia Belgica
Gallia Belgica
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Belgica (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Lugdunensis (province)
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia Narbonensis (province)
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Gallia_narbonensis
Garden and Pool Complex at Petra
Garden Houses
Garden Houses
Gatcombe
Gatcombe
Gatcombe (inhabited place)
Genava
Genava
Genava
Genava
Germania Inferior
Germania Inferior
Germania Inferior
Germania Inferior (province)
Germania Inferior (province)
Germania Superior
Germania Superior
Germania Superior
Germania Superior
Germania Superior
Germania Superior
Germania Superior
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Germania Superior (province)
Gigthi (deserted settlement)
Gigthis
Gigthis
Gorhambury
Gorhambury Ancient Site
Grotte di Catullo
Grove of Asklepios at Kos
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrian's Villa (ruins)
Hadrumetum
Hadrumetum
Hadrumetum
Hadrumetum/Iustinianopolis
Hadrumetum/Iustinianopolis
Hadrumetum/Iustinianopolis
Harqalah (inhabited place)
Ḥawwārah (inhabited place)
Henchir Bou Tria (deserted settlement)
Henchir Bou Tria (deserted settlement)
Hephaisteion
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herculaneum (deserted settlement)
Herodeion
Herodeion
Herodeion
Herodium
Herodium
Herodium
Hippo Regius
Hippo Regius
Hispania Baetica
Hispania Baetica
Horrea Caelia
Horrea Caelia
House of Amor and Psyche
House of Amor and Psyche
House of Flavius Germanus
House of Hylas at Italica
House of Julia Felix
House of Julia Felix
House of M. Tullius Cicero
House of Messius Ampliatus
House of Messius Ampliatus(II.ii.4)
House of Messius Ampliatus(II.ii.4))
House of the Birds at Italica
House of the Deep Trench at Italica
House of the Ephebe
House of the Fishes
House of the Fishes
House of the Labors of Hercules
House of the Rhodian Peristyle at Italica
House of the Scattered Branches and Flowers
House of the Sundial at Baelo
House of the Thunderbolt
House of the Thunderbolt
House of the Triclinium at Italica
House of the Two Pools
House of the West at Baelo
Hummetroth
Hummetroth (inhabited place)
Igabrum/Egabrum
II.iii.4-6
II.iii.7/9
Insula dei Dipinti
Insula dei Dipinti
Iol Caesarea
Iol Caesarea
Iol Caesarea
Iol Caesarea
Iol Caesarea
Iol Caesarea
Isthmia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
Italia
ITALIA
ITALIA
ITALIA
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
Italia, Regio I
ITALIA, REGIO I
ITALIA, REGIO I
ITALIA, REGIO I
Italica
Italica
Italica
Italica
Italica
Italica
Italica
Italica
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Itálica (deserted settlement)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Iudaea (province)
Jebel Khalid
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Jericho
Judean Desert (desert)
Judean Desert (desert)
Judean Desert (desert)
Karthago
Karthago
Karthago
Karthago
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kasba, Henchir el (deserted settlement)
Kelibia (inhabited place)
Kelibia (inhabited place)
Kelibia (inhabited place)
Kirás Vrísi (inhabited place)
Kos
Kos, Nísos (island)
Kyrtones
Kyrtones
LA Almeda
La Cocosa
La Cocosa
La Olmeda
La Olmeda
LA SPEZIA
La Spezia (province)
Large Vineyard
Las Tiendas
Latimer
Latimer
Latimer (inhabited place)
Laurentes
Laurentes
Laurentes
Laurentes
Lavra
Libraries' Courtyard at Hadrian's Villa
Library of Hadrian at Athens
LUGDUNUM
LUGDUNUM
LUGDUNUM
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lusitania(Pleiades)
Lyceum
Macchaerus
Macedonia (former nation/state/empire)
Macedonia (Roman province)
Mactar (deserted settlement)
Mactaris
Mactaris
Masada
Masada
Masada (deserted settlement)
Masada (deserted settlement)
Mauretania Caesariensis
Mauretania Caesariensis
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Caesariensis (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mauretania Tingitana (province)(Pleiades)
Mausoleum Augusti
Mausoleum Augusti
Mediolanum
Mediolanum Aulercorum
Mediolanum Aulercorum
MEDIOLANUM AULERCORUM
Megalopolis
Megalopolis
Megalopolis (deserted settlement)
Mérida (inhabited place)
Mérida (inhabited place)
Mérida (inhabited place)
Mérida (inhabited place)
Mérida (inhabited place)
Mérida (inhabited place)
Mérida (inhabited place)
Messina
Messina
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Mons Palatinus
Monte Castellone 2
Monte Palatino (hill)
Monumental Tomb Garden Complex
Munigua
Munigua
Nabeul (inhabited place)
Nabeul (inhabited place)
Nakrason
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Narbonensis (province)
Neapolis
Neapolis
Neapolis
Neapolis
Neerhaaren-Rekem
Neerhaaren-Rekem
Nemea
Nemea
Neméa (ancient site)
Nemetacum
NEMETACUM
Nennig
NENNIG
Nicopolis
Nicopolis
Nicopolis (deserted settlement)
Niederzier (inhabited place)
Niederzier (inhabited place)
Niederzier-Hambach
Niederzier-Hambach
Niederzier-Hambach
Niederzier-Hambach
Nîmes (inhabited place)
Nîmes (inhabited place)
Nîmes (inhabited place)
Nîmes (inhabited place)
Nîmes (inhabited place)
Nîmes (inhabited place)
Nîmes (inhabited place)
NOYAL-CHATILLION-SUR-SEICHE
Numidia
Numidia
Numidia
Numidia
Numidia
Numidia
Numidia (Roman province)(Pleiades)
Numidia (Roman province)(Pleiades)
Numidia (Roman province)(Pleiades)
Numidia (Roman province)(Pleiades)
Numidia (Roman province)(Pleiades)
Numidia (Roman province)(Pleiades)
Oberentfelden
Oberentfelden
Oberentfelden (inhabited place)
Olisipo
Olisipo
Olympia
Olympia
Olympia
Olympia
Olympia
Olympia
Olympia
Olympia
Olympia
Olympia (deserted settlement)
Olympia (deserted settlement)
Olympia (deserted settlement)
Olympia (deserted settlement)
Olympia (deserted settlement)
Onchestos
Onchestos
Orbe
Orbe (inhabited place)
Orbe Gallo-Roman Villa
OS. Cucufate
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Ostia Antica (deserted settlement)
Oudna (deserted settlement)
Oudna (deserted settlement)
Oudna (deserted settlement)
Ouindinon/Subdinnum
Padua (inhabited place)
Pago de Bruñel
Palatine Hill
Palatine Hill
Palatine Hill
Palatine Hill
Palatine Hill
Palatine Hill
Palatine Hill
Palatinus Mons
Palatinus Mons
Palatinus Mons
Palatinus Mons
Palencia
Palermo
Palermo
Palermo
Pallene
Pallene
Pan(h)ormus
Pan(h)ormus
Pan(h)ormus
Pannonia
Pannonia
Pannonia
Pannonia
Pannonia (general region)
Pannonia (general region)
Pannonia (general region)
Pannonia (general region)
Patavium
Patavium
Pecile at Hadrian's Villa
Pecile at Hadrian's Villa
Pergamum
Petra
Petra (deserted settlement)
Phigaleia
Phigaleia
Phigalia (inhabited place)
